,question,context,answer
89,What is the average transaction amount per hour?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT HOUR(date) AS hour, AVG(transaction_amount) AS average_amount FROM master_table GROUP BY hour;"
90,List the top 5 dates with the highest total transaction amounts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, SUM(transaction_amount) AS total_transaction_amount FROM master_table GROUP BY date ORDER BY total_transaction_amount DESC LIMIT 5;"
91,How many transactions occurred in each month?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT MONTH(date) AS month, COUNT(*) AS total_transactions FROM master_table GROUP BY month;"
92,Identify the dates with the highest number of withdrawals.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(*) AS withdrawal_count FROM master_table WHERE transaction_type = 'withdrawals' GROUP BY date ORDER BY withdrawal_count DESC LIMIT 1;"
93,"Calculate the total transactions per hour on a specific date and hour (e.g., 2023-12-30 at 12:00).","CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM master_table WHERE date = '2023-12-30 12:00:00';
94,List the dates with more than 100 transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM master_table GROUP BY date HAVING COUNT(*) > 100;
95,How many transactions occurred on weekdays?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM master_table WHERE DAYOFWEEK(date) BETWEEN 2 AND 6;
96,List the top 5 dates with the highest number of deposit transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(*) AS deposit_count FROM master_table WHERE transaction_type = 'deposit' GROUP BY date ORDER BY deposit_count DESC LIMIT 5;"
97,How many transactions occurred in each hour of the day?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT HOUR(date) AS hour, COUNT(*) AS total_transactions FROM master_table GROUP BY hour;"
98,List the top 10 dates with the highest total transaction amounts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, SUM(amount) AS total_amount FROM atm_transactions GROUP BY date ORDER BY total_amount DESC LIMIT 10;"
99,List the dates with more than 200 withdrawals.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM atm_transactions WHERE transaction_type = 'withdrawal' GROUP BY date HAVING COUNT(*) > 200;
100,What is the total number of transactions in the ATM system?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM master_table;
101,Identify the ATMs with the highest total transaction amounts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT atm_model_name, SUM(transaction_amount) AS total_amount FROM master_table GROUP BY atm_model_name ORDER BY total_amount DESC LIMIT 1;"
102,List the dates with more than 300 deposit transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM master_table WHERE transaction_type = 'deposit' GROUP BY date HAVING COUNT(*) > 300;
103,List the dates with more than 500 transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM atm_transactions GROUP BY date HAVING COUNT(*) > 500;
104,Identify the ATM models with the highest average transaction amount.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT atm_model_name, AVG(transaction_amount) as Avg_trnsaction_amount from master_table group by atm_model_name order by Avg_trnsaction_amount DESC;"
105,List the top 5 dates with the highest total cash withdrawals.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, SUM(transaction_amount) AS total_cash_withdrawals FROM master_table WHERE transaction_type = 'withdrawals' GROUP BY date ORDER BY total_cash_withdrawals DESC LIMIT 5;"
106,How many transactions occurred in each quarter of the year?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT QUARTER(date) AS quarter, COUNT(*) AS total_transactions FROM atm_transactions GROUP BY quarter;"
107,Find the account number with the highest total transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT account_number, SUM(transaction_amount) AS total_transactions FROM master_table GROUP BY account_number ORDER BY total_transactions DESC LIMIT 1;"
108,"What is the total transaction amount on a specific date (e.g., 2023-12-31)?","CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT SUM(transaction_amount) AS total_amount FROM master_table WHERE date = '2023-12-31';
109,Find the average withdrawal amount for a ATMITM111 ATM model.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT AVG(transaction_amount) FROM master_table WHERE atm_model_name = 'ATMITM111';
110,List the top 3 ATM models with the highest total transaction amounts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT atm_model_name, SUM(transaction_amount) AS total_transaction_amount FROM master_table GROUP BY atm_model_name ORDER BY total_transaction_amount DESC LIMIT 3;"
111,Find the average transaction amount for each transaction type.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT transaction_type, AVG(transaction_amount) AS avg_amount FROM master_table GROUP BY transaction_type;"
